user_id,video_id,date,tab,is_click,play_time_ms,duration_ms,profile_stay_time,comment_stay_time,is_like,is_follow,is_comment,is_forward,is_hate,long_view
94,144,20220507,12,1,4274,3629,53,1224,0,0,0,0,0,0
119,9,20220422,1,0,16077,13218,4051,782,0,0,0,0,0,0
8,52,20220504,11,1,20340,18777,3735,130,0,0,0,0,0,0
162,92,20220428,13,1,22249,17816,2865,1701,0,0,0,0,0,0
12,52,20220428,3,0,3945,6411,394,1792,0,0,0,0,0,0
78,52,20220425,9,1,11887,18812,2808,1556,0,0,0,1,0,0
56,52,20220508,7,0,2143,6494,1132,380,0,0,0,0,0,1
143,105,20220504,10,1,3410,2907,3521,842,0,0,0,0,0,1
90,54,20220424,4,0,2255,6366,3240,696,0,0,0,0,0,0
153,107,20220427,4,1,7473,11584,1986,895,0,0,0,0,0,1
107,58,20220503,8,1,15054,15423,4208,26,0,0,0,0,0,0
84,30,20220506,8,1,17298,16578,2759,1983,0,0,0,0,0,0
1,81,20220428,11,0,5873,15502,4017,787,1,0,0,0,0,0
1,75,20220426,1,0,11182,13973,4234,442,0,0,0,0,0,0
93,11,20220425,7,0,5074,5306,3311,1648,0,0,0,0,0,0
15,3,20220422,6,0,2435,7044,2052,341,0,0,0,0,0,0
183,108,20220426,0,0,4905,5949,3265,1006,0,0,0,0,0,1
118,98,20220425,1,0,8275,8388,4373,1116,0,0,1,0,0,1
132,137,20220425,9,0,786,1110,353,1916,0,0,0,0,0,0
65,40,20220501,4,0,5046,10468,1141,532,1,0,0,0,0,1
52,116,20220506,1,1,7198,9387,4422,1910,0,0,0,0,0,0
191,126,20220430,6,0,4279,11325,1619,1123,1,0,0,0,0,0
62,1,20220501,5,0,2246,2411,2470,1184,0,0,1,0,0,1
147,74,20220508,14,1,9543,12762,329,568,0,0,0,0,0,0
88,149,20220501,5,0,622,1929,469,947,0,0,0,0,0,0
14,57,20220502,2,1,18982,14795,912,634,0,0,0,0,0,0
2,22,20220426,2,0,4047,5614,2829,80,0,0,0,0,0,0
126,37,20220423,12,1,9575,11655,3802,1492,0,0,0,0,0,1
71,29,20220426,11,1,1248,1137,2716,1046,0,0,0,0,0,0
138,11,20220503,4,1,6709,5510,3162,636,0,0,0,0,0,0
75,14,20220501,0,0,18821,17607,4735,182,0,0,0,0,0,0
138,4,20220423,6,0,3323,5247,4273,1238,0,0,0,0,0,0
196,14,20220430,2,1,12210,9998,207,411,0,0,0,0,0,0
199,8,20220505,3,0,6121,7225,3761,1485,0,0,0,0,0,0
60,54,20220424,3,1,20340,18963,3334,913,0,0,0,0,0,0
22,115,20220502,0,0,4139,4212,2760,361,1,0,0,0,0,0
94,11,20220427,0,0,17748,17815,185,352,0,0,0,0,0,0
158,70,20220508,4,1,13842,14965,1164,953,0,0,0,0,0,1
68,138,20220502,9,0,5950,15465,4939,1816,0,0,0,0,0,1
30,72,20220503,1,0,4975,13694,4926,433,0,0,0,0,0,0
80,42,20220429,7,1,9426,11952,37,1476,0,0,0,0,0,0
149,52,20220505,2,1,13320,11192,1772,1860,0,0,0,0,0,1
10,123,20220426,4,0,6249,17333,4900,1898,0,0,0,0,0,1
167,111,20220425,2,1,7012,15624,1236,624,0,0,0,0,0,0
129,57,20220427,12,1,7942,9308,3734,1140,0,0,0,0,0,0
185,52,20220505,7,0,1233,2524,2095,747,0,0,0,0,0,0
196,15,20220503,9,1,14326,11876,4496,435,0,0,0,0,0,0
133,130,20220505,7,1,8770,7639,2270,567,0,0,0,0,0,0
130,34,20220508,4,0,596,1288,4992,1753,1,0,0,0,0,1
123,1,20220430,0,0,2057,2869,351,52,0,0,0,0,0,0
36,86,20220426,9,1,18722,15609,4720,711,0,0,0,0,0,0
152,75,20220426,4,1,7533,7870,4597,1610,0,0,0,0,0,0
14,119,20220503,7,1,13176,14779,4072,1019,1,0,0,0,0,0
185,0,20220508,5,0,4094,7386,1814,295,0,0,0,0,0,0
157,122,20220428,11,1,15296,19044,188,1013,0,0,0,0,0,0
131,120,20220430,9,1,4814,4737,965,387,0,0,0,0,0,0
181,70,20220422,0,1,9009,14356,4431,658,0,0,0,0,0,0
12,74,20220503,12,1,7049,6076,934,926,0,0,0,0,0,0
42,6,20220429,0,0,8526,6932,3420,1733,0,0,0,0,0,0
31,35,20220505,10,1,16454,12739,2151,168,0,1,0,0,0,0
23,15,20220507,1,0,10031,10832,1817,1736,0,0,0,0,0,0
115,74,20220502,14,1,1784,1615,173,1936,0,0,0,0,0,0
163,67,20220426,10,1,10311,12893,1668,689,0,0,0,0,0,0
174,14,20220503,7,1,10227,11018,2723,271,1,0,0,0,0,0
107,5,20220427,2,0,1611,3201,1823,222,0,0,0,0,0,0
108,111,20220424,0,0,3167,8354,4278,978,0,0,0,0,0,0
62,19,20220427,12,1,14385,18838,1396,1622,0,0,0,0,0,1
23,43,20220502,12,1,18268,19962,2567,972,0,0,0,0,0,0
22,20,20220430,13,0,5417,15182,2916,403,0,0,0,0,0,0
45,117,20220501,10,1,20211,16105,3104,1469,0,0,0,0,0,1
67,94,20220508,4,1,8871,13160,1967,1479,0,0,1,0,0,0
85,113,20220427,3,0,4592,11198,4654,1267,1,0,0,0,0,0
199,63,20220430,2,1,7819,11405,1763,1623,0,0,0,0,0,1
173,50,20220504,9,0,4472,9951,2688,1533,0,0,0,0,0,1
1,136,20220424,6,0,3659,4056,3709,1075,0,0,0,0,0,0
11,96,20220506,7,1,10460,11202,1173,1224,0,0,0,0,0,0
106,135,20220507,4,1,16592,16363,2857,1060,0,0,0,0,0,0
24,14,20220504,2,1,1115,1084,1815,1373,0,0,0,0,0,0
41,64,20220505,13,1,7235,12388,3462,1924,0,0,0,0,0,0
133,138,20220427,5,1,10487,8129,314,1778,0,0,0,0,0,0
186,0,20220504,11,1,21747,19833,533,872,0,0,0,0,0,0
139,22,20220505,9,0,5482,8151,2868,272,0,0,0,0,0,1
133,140,20220507,10,1,14849,15089,3284,305,0,0,0,0,0,0
135,39,20220504,12,1,11998,18050,4402,1773,0,0,0,0,0,0
125,72,20220422,0,0,6453,4982,3554,648,0,0,0,0,0,0
151,126,20220428,7,1,7204,10950,3837,1640,0,0,0,0,0,0
108,34,20220425,8,1,14664,16593,2142,242,0,0,0,0,0,0
180,74,20220425,1,0,21948,17766,172,121,0,0,0,0,0,0
148,118,20220429,8,0,2398,6360,4846,522,0,0,0,1,0,0
0,11,20220507,9,1,9181,7073,1162,17,0,0,0,0,0,0
24,117,20220423,3,1,17112,16528,855,1918,0,0,0,0,0,0
34,100,20220502,7,1,19149,15460,590,1932,0,0,0,0,0,0
75,17,20220424,11,1,14836,14387,2304,523,0,1,0,0,0,0
83,81,20220505,11,0,1533,2435,4263,593,0,0,0,0,0,0
196,4,20220506,12,1,9508,9869,558,597,0,0,0,0,0,0
184,55,20220507,8,0,4058,13264,4061,634,0,0,0,0,0,0
141,31,20220506,0,0,15166,17270,4342,334,0,0,0,0,0,0
96,131,20220428,5,0,6204,7092,3205,208,0,0,0,0,0,0
58,67,20220508,6,1,17864,14742,498,1264,0,0,0,0,0,0
1,142,20220426,14,1,11743,9348,4135,149,0,0,0,0,0,0
118,102,20220503,8,1,10995,9980,3716,637,0,0,0,0,0,0
177,133,20220504,12,1,4064,3334,3477,928,0,0,0,0,0,0
117,30,20220508,10,1,15166,11739,1685,993,0,0,0,0,0,0
94,9,20220508,5,1,9272,18236,2477,91,1,0,0,0,0,0
123,137,20220507,11,1,4796,4295,2095,980,0,0,0,0,0,1
61,58,20220424,4,0,4104,4377,3274,554,0,0,0,0,0,0
183,55,20220503,4,1,10410,17403,3106,173,0,0,0,0,0,0
103,134,20220507,3,0,3127,8671,3574,612,0,0,0,0,0,0
18,30,20220424,14,1,8055,15884,2840,1745,0,0,0,0,0,0
141,127,20220508,8,1,11015,11207,144,855,0,0,0,0,0,0
52,83,20220427,4,1,3363,2679,4804,1278,0,0,0,0,0,0
195,103,20220425,1,1,1704,5500,1906,1119,0,0,1,0,0,0
191,66,20220430,10,1,12731,11563,1962,1100,0,0,0,0,0,0
92,67,20220501,6,0,6429,12104,4991,1557,0,0,0,0,0,0
118,13,20220424,12,0,6843,9538,2070,815,0,0,0,0,0,0
35,14,20220429,8,1,18008,19739,2904,1983,0,0,0,0,0,0
14,77,20220501,3,0,2555,4553,1676,770,0,0,0,0,0,0
192,145,20220428,8,1,9634,11735,3595,811,0,0,0,0,0,0
92,37,20220425,5,0,1961,3908,2465,891,0,0,0,0,0,0
153,39,20220424,9,1,8132,6911,1009,515,0,0,0,0,0,0
3,116,20220430,0,0,859,1426,4145,73,0,0,0,0,0,0
178,73,20220427,5,1,9057,17640,1186,1701,0,0,0,0,0,0
124,137,20220505,2,1,16637,13573,3588,713,0,0,0,0,0,0
125,40,20220424,6,0,5826,12908,3006,838,0,0,0,0,0,0
186,83,20220508,2,0,4925,14544,3913,1646,0,0,0,0,0,0
195,26,20220424,4,0,1207,2633,2112,1631,0,0,0,0,0,0
84,1,20220505,1,1,3152,2510,1039,1062,0,0,0,0,0,0
8,14,20220502,4,0,5666,16552,1820,1827,0,0,0,0,0,0
156,126,20220424,14,0,1420,3163,4787,1004,0,0,0,0,0,0
158,83,20220507,1,0,6405,6503,1027,1833,0,1,0,0,0,1
189,127,20220424,2,1,5846,4586,3938,750,0,0,0,0,0,0
98,129,20220425,2,1,7867,9871,351,450,0,0,0,0,0,0
29,97,20220501,12,1,11615,18234,522,1380,0,0,0,0,0,1
64,42,20220501,9,1,8593,9296,2639,1225,1,0,0,0,0,0
55,60,20220503,2,0,2205,3731,202,1188,0,0,0,0,0,0
35,74,20220426,0,1,16341,15360,1218,290,0,0,0,0,0,0
6,106,20220427,3,0,4806,12558,4008,795,0,0,0,0,0,0
81,119,20220502,1,0,5184,5258,2293,858,0,0,0,0,0,0
152,89,20220507,13,0,1801,2664,186,1637,0,0,0,0,0,0
102,25,20220423,0,0,13921,11220,3804,889,0,0,0,0,0,0
110,9,20220425,1,0,9502,13423,206,1950,0,0,0,0,0,0
165,64,20220506,13,1,17780,14892,4227,1561,0,0,0,0,0,0
86,98,20220504,3,1,12503,15907,2894,56,0,0,0,0,0,0
45,62,20220506,11,0,1372,1399,2987,1235,0,0,0,0,0,0
117,145,20220505,8,1,6145,5322,3716,1519,0,0,0,0,0,0
69,133,20220424,14,1,8987,11674,554,1528,0,0,0,0,0,1
40,83,20220502,3,0,4727,6447,4006,1087,0,0,0,0,0,0
65,10,20220505,14,0,1088,3021,3336,1849,0,0,0,0,0,1
100,100,20220427,7,1,16256,15740,2940,991,0,0,0,0,0,1
62,26,20220425,11,1,7877,7863,2140,1545,0,0,0,0,0,0
144,57,20220506,10,1,3480,2777,2648,818,0,0,0,0,0,0
31,145,20220422,14,0,1221,2094,1225,1,1,0,0,0,0,1
4,32,20220429,8,0,3620,5566,995,1816,0,0,0,0,0,0
8,12,20220502,1,0,3153,2474,1113,726,0,0,0,0,0,0
3,66,20220423,12,0,5315,11615,439,1690,0,0,0,0,0,0
183,61,20220423,1,0,4620,12441,2598,1178,0,0,0,0,0,0
101,18,20220504,7,0,908,1088,3776,926,1,0,1,0,0,1
173,75,20220424,12,1,12711,18695,1180,1009,0,0,0,0,0,1
106,128,20220507,4,1,13776,14445,1304,750,0,0,0,0,0,0
11,30,20220502,5,1,11827,17532,3118,828,0,0,0,0,0,0
83,89,20220426,11,1,22660,19432,760,1007,0,0,0,0,0,0
123,2,20220429,2,1,14592,17754,4933,914,1,0,0,0,0,0
168,108,20220505,3,1,8025,10946,2890,864,0,0,0,0,0,1
135,33,20220503,4,1,9086,9598,511,918,0,0,0,0,0,0
192,6,20220430,10,0,3773,8524,1735,1761,0,0,0,0,0,0
140,133,20220501,14,1,15518,14506,3415,661,0,0,0,0,0,0
44,113,20220426,8,1,11313,18981,918,1448,0,0,0,0,0,1
19,34,20220426,1,0,12178,15720,2931,343,0,0,0,0,0,0
120,26,20220423,3,1,13268,14692,1226,1705,0,0,0,0,0,0
131,16,20220426,7,1,10218,8001,4430,631,0,0,0,0,0,0
173,89,20220501,10,0,2664,8384,875,1576,0,0,0,0,0,0
10,80,20220501,5,0,2809,4985,1431,1178,0,0,0,0,0,0
191,90,20220502,3,1,12694,10389,3242,1122,0,0,0,0,0,1
188,49,20220507,3,1,4188,3575,123,1940,0,0,0,0,0,1
11,66,20220426,13,1,6628,5296,547,6,0,0,0,0,0,0
144,47,20220505,6,0,2755,7953,2096,1912,0,0,0,0,0,0
125,87,20220504,13,1,9458,14928,414,1009,0,0,0,0,0,0
105,62,20220502,2,0,4295,7361,1745,1317,0,0,0,0,0,0
63,96,20220501,12,1,15472,12683,2243,1518,0,0,1,0,0,0
95,13,20220501,12,1,23519,18155,4319,1351,0,0,0,0,0,0
120,119,20220427,0,0,6516,6810,2526,873,1,0,0,0,0,0
51,14,20220502,4,1,10366,19586,380,458,0,0,0,0,0,0
65,7,20220426,4,1,21211,18267,2102,1094,0,0,0,0,0,0
147,139,20220501,6,1,13099,14204,4477,1711,0,0,0,0,0,0
45,83,20220430,9,0,2234,6171,4796,1076,0,0,0,0,0,0
40,29,20220423,14,1,11224,18915,454,1584,0,0,0,0,0,0
63,46,20220429,6,1,12718,11033,1838,739,0,0,0,0,0,0
103,36,20220428,10,1,14338,16002,4534,591,0,0,0,0,0,0
18,124,20220501,4,1,8302,6650,3875,1405,0,0,0,0,0,0
130,42,20220430,9,1,10131,18375,1862,562,0,0,0,0,0,0
179,45,20220428,7,1,7634,6304,1056,1722,0,0,0,0,0,0
125,61,20220508,6,0,5326,7081,4126,1099,0,0,0,0,0,1
7,11,20220505,13,0,2754,6484,2764,584,0,0,0,0,0,0
91,35,20220423,2,1,3906,3223,3491,664,0,0,0,0,0,0
198,38,20220427,13,0,3607,6285,826,674,0,0,0,0,0,0
195,97,20220502,4,1,9796,14676,4851,1620,0,0,0,0,0,0
57,15,20220508,7,1,6812,6731,3318,1287,0,0,0,0,0,1
184,83,20220428,13,0,5089,6371,2822,1705,0,0,0,0,0,0
173,35,20220424,4,0,2142,4362,4809,678,0,0,0,0,0,0
112,43,20220506,4,0,6406,7239,2048,1556,0,0,0,0,0,0
66,36,20220428,12,1,11707,9282,3728,495,0,0,0,0,0,1
170,84,20220430,4,0,1392,1482,1859,412,1,0,0,0,0,0
143,19,20220506,12,1,13766,18655,1749,1027,0,0,0,0,0,0
100,79,20220506,11,0,2847,5307,4838,1875,0,0,0,0,1,0
56,37,20220508,5,1,6371,5447,1174,1329,0,0,0,0,0,1
55,125,20220501,5,0,5314,17045,4364,87,0,0,0,0,0,0
106,5,20220427,6,0,4029,11446,1315,656,0,0,0,0,0,0
24,12,20220501,14,0,6944,10329,777,1163,0,0,0,0,1,0
6,107,20220424,4,0,4032,5361,1439,1975,0,0,1,0,0,1
61,118,20220424,10,0,5968,10205,1381,1404,0,0,0,0,0,0
175,76,20220501,11,1,11378,13692,410,1777,0,0,0,0,0,0
161,74,20220425,5,1,10021,14522,2843,883,0,0,0,0,0,0
15,92,20220508,3,1,10430,10989,2017,713,0,0,0,0,0,0
46,80,20220502,5,0,6454,6510,4527,108,0,0,0,0,1,0
0,82,20220430,1,0,5275,7105,4678,255,0,0,0,0,0,0
36,85,20220430,9,0,5376,7692,3581,821,0,0,0,0,0,0
131,7,20220503,12,1,14955,12230,4166,1951,0,0,1,0,0,1
98,135,20220501,4,0,3634,6767,88,547,0,0,0,0,0,0
142,122,20220506,5,0,3462,7738,4644,79,0,0,0,0,0,1
119,32,20220507,3,1,17750,13970,3120,1816,0,0,0,0,0,0
2,107,20220504,5,1,3915,3119,1316,1053,0,0,0,0,0,0
137,17,20220430,2,1,16258,16973,1003,7,0,0,0,0,0,0
28,58,20220508,2,1,1209,1004,4994,692,0,0,0,0,0,0
174,122,20220427,1,0,3608,3071,2270,92,0,0,0,0,0,0
15,139,20220508,3,1,15064,19598,3312,152,0,0,0,0,0,0
172,62,20220422,3,1,19232,18014,4449,1579,0,0,0,0,0,0
106,134,20220423,11,0,4702,9961,659,1655,0,0,0,0,0,0
86,93,20220425,3,0,5707,13547,1702,238,0,0,0,0,0,1
10,26,20220508,7,1,17767,19255,951,813,0,0,0,0,0,0
22,52,20220503,4,0,973,1400,813,1075,0,0,0,0,0,0
122,116,20220422,13,1,15197,12576,4778,102,0,0,0,0,0,0
20,44,20220507,14,1,9270,13374,3691,712,0,0,0,0,0,0
123,27,20220426,6,0,6194,9380,4011,1661,0,0,0,0,0,0
89,78,20220429,4,1,15364,13261,3922,1699,0,0,0,0,0,1
104,101,20220426,11,1,12456,18863,1586,430,0,0,0,0,0,0
159,15,20220428,4,1,15228,12983,3073,241,0,0,0,0,0,0
127,35,20220423,8,1,8271,15315,2040,495,0,1,0,0,0,0
196,33,20220425,10,1,7891,6419,2683,284,0,0,0,0,0,0
103,39,20220426,6,1,7239,12079,2026,1672,0,0,0,0,0,0
55,136,20220426,8,0,6680,15024,345,1423,1,0,0,0,0,0
152,135,20220422,3,0,6256,18683,4360,1664,0,0,0,0,0,0
29,145,20220501,6,1,5974,5906,1546,1819,0,0,0,0,0,0
48,73,20220429,2,0,5804,9868,229,795,0,0,0,0,0,0
198,147,20220428,6,0,2363,2412,2788,1298,0,0,0,0,1,1
45,70,20220503,1,0,8718,15217,4357,1197,0,0,0,0,0,0
138,26,20220501,8,1,11717,19635,540,318,0,0,0,0,0,1
157,143,20220508,9,1,6708,5858,4949,1821,0,0,0,0,0,0
16,76,20220504,2,1,14158,18676,2184,1977,0,0,0,0,0,0
75,109,20220502,6,0,979,1627,2580,699,0,0,0,0,0,0
177,110,20220506,7,1,17447,13763,2239,1636,0,0,0,0,0,0
168,23,20220425,7,1,14912,17323,801,1781,0,0,0,0,0,0
18,70,20220428,10,0,1602,2433,455,1243,0,0,0,0,0,0
8,138,20220429,14,1,9041,13225,2910,1849,0,0,0,0,0,0
32,135,20220430,10,0,6962,12374,2461,1218,1,0,0,0,0,0
83,113,20220501,0,0,22780,17584,3172,1195,0,0,0,0,0,0
13,63,20220506,13,1,10526,16066,698,471,0,0,0,0,0,1
89,74,20220430,0,0,10166,8983,2028,1451,0,0,0,0,0,0
2,69,20220423,14,1,13847,13517,4900,352,0,0,0,0,0,1
150,22,20220506,6,1,7607,10057,3293,739,0,0,0,0,0,1
12,93,20220508,8,1,7444,9706,4586,1904,0,0,0,0,0,0
155,98,20220501,3,1,15400,15616,1892,1555,1,0,0,0,0,0
89,95,20220430,5,1,9074,7560,4614,1163,0,0,0,0,0,0
88,129,20220425,8,1,9815,17255,3929,57,0,0,0,0,0,1
137,37,20220425,4,0,1654,2937,4113,279,0,0,0,0,0,0
43,29,20220424,1,1,5424,5598,4724,1686,1,0,1,0,0,1
180,5,20220426,11,1,17013,18800,4722,732,0,0,0,0,0,0
83,111,20220504,7,0,3300,7225,2481,1810,0,0,0,0,0,0
74,137,20220422,3,0,2051,2194,3883,262,0,0,0,0,0,0
121,0,20220422,0,0,18575,19299,2473,42,0,0,0,0,0,0
75,109,20220506,2,0,4332,9561,292,443,0,0,0,0,0,0
168,67,20220426,10,1,16725,17790,4267,1212,0,0,0,0,0,0
161,103,20220422,13,0,3163,8487,2380,465,0,0,0,0,0,0
120,46,20220505,14,0,2154,4670,281,385,0,0,0,0,0,0
150,71,20220424,13,1,11246,18477,2684,1161,0,0,0,0,0,0
0,2,20220423,9,1,20351,18137,4325,24,0,0,0,0,0,0
51,115,20220424,10,1,11816,12691,1674,662,0,0,0,0,0,0
146,26,20220508,11,0,1202,2047,2800,186,0,0,0,0,0,0
1,56,20220506,4,1,19824,17626,260,109,0,0,0,1,0,0
72,19,20220425,14,0,2799,3396,11,1461,0,0,1,0,0,0
117,51,20220423,14,1,15950,16418,3479,1917,0,0,0,0,0,0
155,121,20220427,2,1,9126,14038,268,930,0,0,0,0,0,1
113,9,20220430,10,0,5596,11403,1775,12,0,0,0,0,0,1
67,74,20220422,13,1,15676,15803,445,982,0,0,0,0,0,0
66,116,20220424,7,1,13742,14273,958,1975,0,0,0,0,0,0
153,102,20220502,14,0,2261,3309,1795,134,0,0,0,0,0,0
190,4,20220503,12,0,3202,4396,2886,1926,1,0,0,0,0,0
51,38,20220426,10,1,15131,13214,3231,946,0,0,0,0,0,0
104,7,20220508,10,1,7641,9353,14,1922,0,0,0,0,0,0
71,140,20220501,3,0,4978,13179,892,979,0,0,1,0,0,0
45,40,20220508,7,0,6373,10246,3489,144,0,0,0,0,0,0
56,86,20220507,12,1,9641,19101,2556,1806,0,0,0,0,0,0
52,27,20220506,10,1,9182,13499,4709,349,0,0,0,0,0,0
127,106,20220505,8,1,10252,10533,1124,81,1,0,0,0,0,0
121,120,20220427,12,1,11411,9793,444,1760,0,0,0,0,0,1
151,63,20220423,14,1,6784,6145,4505,1009,1,0,0,0,0,1
9,42,20220503,1,0,14614,17582,3335,1734,0,0,0,0,0,0
178,7,20220426,5,1,9080,18145,4194,1360,0,0,0,0,0,1
105,121,20220508,12,1,4667,3644,4304,220,0,0,0,0,0,1
118,83,20220424,3,1,11785,12561,3931,465,0,0,0,0,0,0
113,130,20220506,5,0,6001,7037,2715,1458,0,0,0,0,0,0
146,49,20220430,5,0,6663,9235,2280,1221,0,0,0,0,0,0
111,42,20220424,14,1,14583,14938,3353,738,0,1,0,0,0,0
7,135,20220506,0,0,5365,6400,70,1167,0,0,0,0,0,0
182,59,20220501,3,1,7315,6995,3723,1377,0,0,0,0,0,1
194,57,20220426,8,0,1554,2283,1153,286,0,0,0,0,0,0
67,39,20220427,10,1,16150,15051,655,299,0,0,0,0,0,0
56,41,20220502,1,0,8950,15552,2162,1880,0,0,0,0,0,0
163,93,20220501,5,1,1290,1285,4374,1628,0,0,0,0,0,1
194,36,20220501,0,0,16880,19901,3705,136,0,0,0,0,0,0
33,12,20220507,2,1,7412,7577,713,1199,0,0,0,0,0,0
42,118,20220505,4,0,2548,3499,1631,1519,0,0,1,0,0,0
171,103,20220427,3,0,3718,8171,2115,810,0,0,0,0,0,0
120,127,20220507,1,0,8119,9857,2099,203,0,0,0,0,0,0
153,96,20220502,12,1,7297,17917,2471,888,0,0,0,0,0,0
24,85,20220427,11,0,4501,10554,667,1172,0,0,0,0,0,0
141,142,20220501,6,1,11529,15337,3194,1294,0,0,0,0,0,0
100,99,20220429,10,0,3904,6307,113,811,0,0,0,0,0,0
92,32,20220426,5,1,9476,16465,3354,631,0,0,0,0,0,0
62,121,20220426,6,0,5950,8362,4984,38,0,0,0,0,0,0
102,73,20220424,14,1,7339,13264,2150,1669,0,0,0,0,0,1
158,115,20220505,6,1,10431,14991,2399,657,0,0,0,0,1,0
135,118,20220429,13,1,2771,2504,4479,1564,0,0,0,0,0,1
65,1,20220428,10,1,12377,18790,3121,1473,0,0,0,0,0,0
177,61,20220424,0,0,9567,10697,3876,1806,0,0,0,0,0,1
57,69,20220507,6,0,5175,7701,2795,751,0,0,0,0,0,1
55,111,20220503,6,0,3445,4431,372,1606,0,0,0,0,0,0
157,102,20220428,6,1,18067,18041,391,1209,0,0,0,0,0,0
73,71,20220428,5,1,7780,7205,2427,1129,0,0,0,0,0,0
57,144,20220426,4,0,496,1433,518,770,0,0,0,0,0,0
52,31,20220505,9,1,11118,12080,1746,1578,0,0,0,0,0,0
109,75,20220423,2,1,9142,17061,4667,1074,0,0,0,0,0,0
34,28,20220428,0,0,17894,14585,3402,1058,0,0,0,0,0,0
172,19,20220430,10,0,5260,14464,1561,413,0,0,0,0,0,1
9,39,20220501,6,0,4114,4276,2229,648,0,0,0,0,0,0
164,12,20220423,0,0,17382,14555,2798,960,0,0,0,0,0,0
113,75,20220503,4,1,16649,18792,2081,1945,0,0,0,0,0,0
14,55,20220425,0,0,11824,14468,4883,151,0,0,0,0,0,0
17,13,20220423,12,1,12150,10280,748,1398,0,0,0,0,0,0
62,60,20220505,3,1,9178,18162,1738,616,0,0,0,0,0,0
132,54,20220506,12,1,10363,17510,6,1178,0,0,0,0,0,0
10,6,20220424,6,0,1077,1892,2521,278,0,0,0,0,0,0
143,145,20220422,0,1,4986,13145,2894,1775,0,0,0,0,0,0
0,89,20220430,8,1,21692,19999,1451,1768,0,0,0,0,0,0
50,103,20220506,14,0,5766,7825,1581,1460,0,0,0,0,0,0
4,103,20220506,1,0,10453,17372,1027,1232,0,0,0,0,0,0
98,76,20220427,5,1,23115,19188,1379,715,0,0,0,0,0,0
67,47,20220508,10,1,15719,18762,1383,1649,0,0,0,0,0,0
20,140,20220427,5,1,17321,15039,3056,269,1,0,0,0,0,0
26,14,20220424,7,0,3924,10902,1360,221,0,0,0,0,0,0
103,84,20220503,13,0,3190,5271,1788,1578,0,0,0,0,0,0
60,66,20220427,11,1,15150,17172,1731,1883,0,0,0,0,0,0
176,22,20220430,4,1,16150,13520,1525,1110,0,0,0,0,0,0
24,128,20220505,1,1,3049,3675,3220,741,0,0,0,0,0,0
185,20,20220428,0,0,11236,14775,543,1612,0,0,0,0,0,0
10,137,20220502,5,1,7549,7745,2242,1257,0,0,0,0,0,0
174,146,20220423,5,1,23658,18531,3132,459,0,0,0,0,0,0
182,14,20220504,7,1,22942,19066,2633,402,0,0,0,0,0,0
55,41,20220503,11,0,4525,12400,2574,637,0,0,0,1,0,0
40,61,20220505,14,1,7341,12032,571,1079,0,0,0,0,0,1
62,100,20220507,7,1,14326,12579,1692,968,0,0,0,0,0,0
10,26,20220423,0,0,1219,2262,730,1971,0,0,0,0,0,1
14,3,20220501,14,0,3344,3402,2330,960,0,0,0,0,0,1
79,72,20220430,9,1,19809,18567,1342,1745,0,0,0,0,0,0
155,45,20220422,5,0,5897,10625,3625,1974,0,0,0,0,0,0
167,127,20220428,14,0,4667,14555,4766,109,0,0,0,0,0,1
27,93,20220427,3,0,860,1326,3978,1424,0,0,0,0,0,0
195,58,20220506,4,1,21437,19305,1446,1981,0,0,0,0,0,0
86,0,20220502,2,0,2794,3553,1747,41,0,0,0,0,0,0
84,70,20220430,7,1,8219,18752,162,1356,0,0,0,0,0,1
164,22,20220507,0,0,2812,3318,49,1522,0,0,0,0,0,1
159,81,20220427,2,1,8198,9753,1499,468,0,0,0,0,0,0
168,129,20220506,8,1,3955,3363,839,1327,0,0,0,0,0,0
113,47,20220506,1,0,16831,16287,4604,630,0,0,0,0,0,0
123,146,20220423,3,1,18139,16286,454,1783,1,0,0,0,0,0
21,11,20220430,9,1,18869,17789,3262,1759,0,0,0,0,0,0
126,127,20220503,5,1,9450,9432,4890,1033,0,0,0,0,0,1
85,122,20220429,8,1,23510,19300,4129,492,0,0,0,0,0,0
139,14,20220502,14,0,1639,2271,145,1244,0,0,0,0,0,0
16,129,20220423,11,0,2220,3015,2523,897,0,0,0,0,0,0
89,82,20220501,6,1,7515,10033,1056,1004,1,0,0,0,0,0
185,45,20220502,8,0,1421,1940,1056,1227,1,0,0,0,0,1
114,124,20220504,3,0,6438,6895,4698,1838,0,0,0,0,0,0
16,75,20220507,3,1,16545,18842,1978,1139,0,0,0,0,0,0
29,112,20220429,5,1,1618,1267,1623,356,0,0,0,0,0,0
117,28,20220422,13,1,12673,15497,293,462,0,0,0,0,0,0
140,11,20220506,7,1,12150,12251,360,1351,0,0,1,0,0,0
60,57,20220425,0,0,1599,2034,4665,1834,0,0,0,0,0,0
197,37,20220506,2,1,10406,11875,4443,34,0,0,0,0,0,0
93,91,20220425,0,0,6266,18627,878,25,0,0,0,0,0,0
49,49,20220428,3,1,14511,11609,2190,437,0,0,0,0,0,0
19,6,20220422,0,0,1766,1509,4623,1934,0,0,0,0,0,0
28,95,20220430,3,1,11788,19521,3484,1444,0,0,0,0,0,0
17,125,20220422,12,0,3556,7463,2235,1603,0,0,0,0,0,0
137,7,20220423,9,1,7230,6578,4471,1397,0,0,0,0,0,0
